Beginning of Training Log File
loss: 13.345358  [6656128/6824256]  time: 68.43880081176758
loss: 16.092861  [6784128/6824256]  time: 68.3952088356018
Test Error: 
 Accuracy: 26.3%, Avg loss: 17.938073 

Current learning rate: 1.4285714285714285e-07
[------------- EPOCH 7 -------------]
loss: 13.245556  [  128/6824256]  time: 0.22729229927062988
loss: 12.968875  [128128/6824256]  time: 68.3704891204834
loss: 18.809509  [256128/6824256]  time: 68.41324806213379
loss: 14.781352  [384128/6824256]  time: 68.36563801765442
loss: 18.472666  [512128/6824256]  time: 68.47186422348022
loss: 16.214622  [640128/6824256]  time: 68.41211295127869
loss: 16.060963  [768128/6824256]  time: 68.45109176635742
loss: 14.695932  [896128/6824256]  time: 68.42245316505432
loss: 19.175108  [1024128/6824256]  time: 68.36318588256836
loss: 15.727885  [1152128/6824256]  time: 68.36879706382751
loss: 19.518476  [1280128/6824256]  time: 68.47345018386841
loss: 16.820026  [1408128/6824256]  time: 68.44635009765625
loss: 17.570456  [1536128/6824256]  time: 68.41915678977966
loss: 16.022923  [1664128/6824256]  time: 68.42981886863708
loss: 19.599401  [1792128/6824256]  time: 68.42562699317932
loss: 17.215454  [1920128/6824256]  time: 68.3870918750763
loss: 17.920580  [2048128/6824256]  time: 68.3889970779419
loss: 16.627689  [2176128/6824256]  time: 68.36070108413696
loss: 14.168151  [2304128/6824256]  time: 68.42999124526978
loss: 20.187500  [2432128/6824256]  time: 68.45081973075867
loss: 15.091619  [2560128/6824256]  time: 68.43470406532288
loss: 12.472958  [2688128/6824256]  time: 68.3798360824585
loss: 14.692486  [2816128/6824256]  time: 68.41076111793518
loss: 14.989079  [2944128/6824256]  time: 68.49994325637817
loss: 13.469297  [3072128/6824256]  time: 68.38325190544128
loss: 14.649123  [3200128/6824256]  time: 68.42815375328064
loss: 16.755196  [3328128/6824256]  time: 68.37387180328369
loss: 20.440760  [3456128/6824256]  time: 68.36451411247253
loss: 22.204880  [3584128/6824256]  time: 68.37780094146729
loss: 15.746050  [3712128/6824256]  time: 68.36577582359314
loss: 17.400745  [3840128/6824256]  time: 68.42078804969788
loss: 16.946121  [3968128/6824256]  time: 68.35522413253784
loss: 21.035166  [4096128/6824256]  time: 68.5181519985199
loss: 15.795529  [4224128/6824256]  time: 68.38804697990417
loss: 15.154558  [4352128/6824256]  time: 68.38709592819214
loss: 16.208302  [4480128/6824256]  time: 68.38912200927734
loss: 12.688387  [4608128/6824256]  time: 68.37323188781738
loss: 22.480534  [4736128/6824256]  time: 68.42283296585083
loss: 20.701101  [4864128/6824256]  time: 68.43833684921265
loss: 16.434977  [4992128/6824256]  time: 68.40349888801575
loss: 19.102989  [5120128/6824256]  time: 68.40106177330017
loss: 16.615232  [5248128/6824256]  time: 68.44954800605774
loss: 15.388164  [5376128/6824256]  time: 68.44168996810913
loss: 15.712244  [5504128/6824256]  time: 68.35927891731262
loss: 16.459782  [5632128/6824256]  time: 68.36958503723145
loss: 12.973263  [5760128/6824256]  time: 68.44378113746643
loss: 16.988384  [5888128/6824256]  time: 68.40982103347778
loss: 18.295536  [6016128/6824256]  time: 68.45399594306946
loss: 19.398014  [6144128/6824256]  time: 68.45074820518494
loss: 14.964846  [6272128/6824256]  time: 68.63681888580322
loss: 13.638966  [6400128/6824256]  time: 68.41389107704163
loss: 15.225382  [6528128/6824256]  time: 68.4039831161499
loss: 15.938221  [6656128/6824256]  time: 68.39587187767029
loss: 11.403801  [6784128/6824256]  time: 68.46444320678711
